Sentence,encode_tags
xin lô ̃ i chư ́ tao te ́ ma ̀ thă ̀ người lz camera quay câ ̣ n mă ̣ tao như thê ́ thi ̀ tao đe_́ o đa ́ không_đâu,0
em này xinh vãi các bác ạ,2
thì ghi bằng tay phải cho nhanh,4
đáng iêu vãi,2
anh tây nói tiếng việt giỏi thiệt,6
có người đến gần cuối đời rồi vẫn còn khổ,5
mày xuống thì xuống mẹ mày đi ngứa cả mắt,0
phim này hay dã_man luôn có ai biết phim nào kiểu dạng này nữa o,2
đụ mẹ về bố lại táng cho bờm đầu có_thể là lần cuối được đi xem đá bóng của cháu nó,1
làm như đứa con_gái nào cũng ham tiền gái tốt thíu gì,1
khuyến_cáo ` đừng nên học võ khi không có tiền mua dụng_cụ `,4
hết muốn ăn luôn,1
vợ_chồng đã hiểu và sống tốt thì với tôi ngày nào cũng là ngày tao / y,2
gặp bố bố tung phát chụp cây dù bố xiên cho cái đừng hỏi sau tức nước thủng mắt,0
tha cho cô chú đó đi,1
những người trẻ với tấm lòng nhân_hậu các bạn thật đáng yêu,2
nghe cũng đúng đúng,2
chuẩn,2
trung_thu là tết thiếu_nhi yêu đường gì liên_quan ở đây gấu với chả bò,0
wao hợp_lí ghe,2
nhìn thôi đã đau_lòng,5
ở miền nam nó vẫn không được giá_như trước nhưng cũng dư giả,4
sợ nhện đúng không,3
sau khi cưới,4
bắt được chắc nó mềm xương chơi mất_dạy,0
con này không có cái quần nào mặc cho đàng_hoàng,1
mấy nay tao cũng bị ám_ảnh,3
có lần tao thổi cơm không đổ nước lúc khét mở vung ra mới biết làm đánh đít xong cả tiếng trời không hết,5
nhưng đảm_bảo coi cái nào là cười sặc cái đó vì nó diễn tệ đến_nỗi nó hay,2
đúng rồi tưởng vậy nhưng hóa ra không phải,4
dăm_ba cái nồi này sao nấu ngon bằng cơm điện nhà tao được kaka,2
phải người vô_ý_thức đành_rằng người_ta làm kiếm tiền nghề gì cũng là nghề mình phải biết tôn_trọng người khác có tôn_trọng người thì người mới tôn_trọng mình kể_cả người_ta đi ăn_xin mình cũng cho đoàng hoàng chứ không_thể cầm tiền quăng cái víu vào người_ta được,1
rồi các em cũng ăn cứt thôi,1
ukm nguy_hiểm thật ',3
quá độc_ác,1
tao đã làm cho mày đau_lòng nhiều lắm ư,5
đi tù thôi các cháu,1
ghê_tởm ông thầy đó,1
mày đúng là nên gặp bác_sĩ tâm_lý và hoàn_toàn nghe theo bác_sĩ,4
đm tao biết trước cả sự_việc kiểu lìn gì cũng có nhện nhảy lên màn_hình vì mấy năm trước cũng có <NUM> thể_loại giống như_vậy đm hú nhồn,3
đôi_khi công_việc không áp_lực nhưng chính môi_trường làm mọi thứ trở_nên áp_lực,4
hỏi lồn gì lắm thế,0
bài này hay quá,6
hồi đó tao lấy cái đó kẻ tập luôn kiểu làm màu_mè cho đẹp xong lên trả bài bị bà_cô trừ điểm,5
giơ cao đánh khẽ cảnh_cáo cho có lệ,0
tao thầy mày cười hí_hửng vại mà,2
gần 1h đêm là con_trai mà xem xong nói_chuyện mắt vẫn rỡi,5
mới có <NUM> năm thôi mà vậy_mà chúng_ta còn không tụ_họp được lần nào cả,5
những người như thế này tử_hình,1
ngôn tình từ anh mà ra,2
đm phí hết_sức,1
bị rớt tiền,5
tôi kể các bạn nghe <NUM> chuyện có dính <NUM> tý với caphe tn chuyện thế này ba vợ tôi có <NUM> người bạn rất khó khắn nghèo và đang trốn nợ ba tôi cho ông chiếc xe_máy củ để đi xe_ôm vợ_chồng ông bạn này bỏ quê trốn nợ lên tây nguyên làm_công cho nhà_máy caphe tn trong <NUM> năm_học được nghề làm caphe và sáng_lập caphe tuấn kiệt caphe công_thức y chang tn bán hợp_lý hơn ngày_nay ông chủ tuấn kiệt đã là <NUM> đại_gia có nhà_máy ở sốc trăng ông ấy đi tìm và trả nợ từng người ơn của mình mổi lần ba tôi lên sg ông đều cho xe tới mời ba tôi đi ăn_nhậu trong lúc ngà_ngà ông ấy nói ` em chả bao_giờ uống caphe của em làm tn cũng vậy ` thế đó,1
mong mai_sau cũng được như ông_bà,2
nó ngáo đá nay nó leo cột điện mợ cứu nó xuống mai nó làm vài mạng người,1
nó cười với người khác chứ bep phải tao,5
xem_lại quá nhiều lần đến_nỗi không nhớ nổi vì phim quá hay và ý_nghĩa,2
ahihi khá là buồn_cười,2
tao ngắm người_yêu tao cười mà càng ngắm tao càng yêu lúc giận cơ nhìn muốn cắn cho mấy phát tao bị cuồng người_yêu rồi cái,2
đừng có xàm lồn trên này,1
gặp tao tao thuê giang_hồ tới chém hết cả nhà nó luôn,0
địt_mẹ mày viết lên chỗ nào nước đéo tới ấy ngulon,0
những thứ tưởng_chừng_như rất đẹp nhưng kbh được trọn_vẹn cuối_cùng để lại chỉ là những kỉ_niệm đã từng,5
ba chàng ngốc phim ấn độ cực hài cực cảm_động và ý_nghĩa nhé,2
<NUM> bộ phim phải nói trên cả tuyệt_vời xem đi xem_lại cả chục lần rồi mà không ngán,2
bây_giờ tao lấy chồng rồi còn không có cơ_hội ngủ với em_gái,5
cái mặt cưng xĩu,2
đây là chúng mềnh,2
ngu như mày thì khỏe,1
không biết có ai ở trong ngôi nhà không,3
hình_như cũng mới có vụ bể bình dâu_tằm,4
tao bị biến_dạng luôn một tay,5
mai đi học mà mình quên cách cầm bút rồi huhu,5
chời ơi gì vậy ở giây thứ cuối_cùng anh_em nha,6
nó chi ̉ muô ́ n tâm sư ̣ chư ́ thi ́ ch me ́ o đâu ma ̀ thi ́ ch,1
mỏi chân quái vậy,5
đúng là không sợ địch mạnh chỉ sợ chỉ_huy ngu như bò,1
về việt nam thì gọi nó là ngáo chó,1
con nhện cản bước bé xuống cầu_thang,3
cả <NUM> loại người này đều đáng sợ,3
đm cười ĩa,2
hôn nhẹ lên má nha_,2
có lần ba tao mua bánh kem sinh_nhật cho tao lúc đấy tao 13t nhưng khi ba tao mua về thì lại là 15t,5
con dựt gái đây sao hahaha,2
hot đến vậy cơ à mình chưa nghe bao_giờ luôn,6
cả thế_giới biết toau crush mày còn mày thì íu nhận ra,5
vô_ý_thức,1
cưỡng_hôn <NUM> nghìn thu trăm tỷ phạt <NUM> triệu đói trộm <NUM> cái bánh mỳ 45k phạt đi tù,1
chính_xác nơi làm_việc anh_em mà đoàn_kết với nhau cỡ nào cũng thấy mau hết giờ làm,2
phim cắt mất đoạn hay của manga rồi đụ mẹ,0
đang ăn nói nói con cặc,0
tôm này vào là nó diệt hết tôm bản_địa luôn,4
bởi_vì anh đã gặp em đúng lúc đúng lúc đó em đã có người_thương,5
tại_sao phải đứng ngồi nhìn lên bankon cột võng nằm coi mới đã,2
loại bi này ngon quá vừa uống,6
<NUM> đứa bạn thì có <NUM> đứa là con_trai rồi sau nhiều năm kinh_nghiệm thì chơi với nhiều trai thì sẽ bị ế muôn_đời muôn kiếp haiza,5
xem đi xem_lại không chán best của best,2
tán mãi mới đổ muốn chia_tay cũng phải từ từ,4
gấu của thằng da đen ngon vkl mà công_nhận chạy nhanh vãi,6
đag bị cuồng mấy video của chế này ai có ngoài video này tag cho mình xem với nhé,2
học rmit thì chắc_chắn là gia_phả nhà nó giàu vcd rồi thế_thì chọn thằng có tiền học_bổng chứ còn gì nữa,4
tại_sao không áp_dụng khoảng <NUM> điều <NUM> luật hình_sự <NUM> phạt tù từ <NUM> <NUM> năm về tội hành_nghề mê_tín dị_đoan gây ảnh_hưởng xấu đến an_ninh trật_tự và an_toàn xh mà chỉ phạt con mụ đó <NUM> triệu đồng hay là vong đòi phạt hành_chính 5tr thôi,1
hình_như nhà bác có <NUM> chiếc thì phải,4
soi mà không đủ tiền mua thì soi làm gì,1
làm_sao tôi có_thể yêu được loài_người đây,4
trong nhà không biết có ai không nữa sập quả này sợ thật đấy,3
toàn lũ chó thèm_khát,1
nhu_cầu của mày khoái xem mấy video này nên tao tag mày,4
và cuối_cùng là được đối_xử như một thằng con_trai luôn,5
chỉ tại nó không có ai để nói_chuyện nên nói_chuyện với mày giết thời_gian thôi ai bỉu mày tưởng_tượng chi,1
sao nhiều thằng cưa bàn giống tao_vậy,6
ngày trước mình qua singapore cũng vậy dư hành_lý <NUM> chi em mă ̣ c <NUM> bộ lên người không,2
tuổi lồn hù được bố mày,3
kìa <NUM> chị_em vào mà hốt hàng về đi chứ hâha,2
ngày_xưa có đĩa phim này bố đi công_tác về thấy cái đĩa tên là ` cô_dâu <NUM> tuổi ` má ăn chửi sấp_mặt,5
may mà còn gỡ lại được <NUM> miếng sắt lớn của tàu_hỏa nó bung ra nên bán đi cũng đỡ được vài đồng kaka,2
cười lộn_ruột,2
chờ thằng kia lật mặt mãi không thấy,4
thật_ra đàn_ông ghen nhiều hơn phụ_nữ đấy chứ,4
rất có tố_chất liên_đoàn xe_đạp việt nam có_thể liên_hệ để đào_tạo được đấy,2
nhắn với người_yêu còn đéo nhẹ_nhàng như vậy,2
chơi_khăm vãi thế ba,1
tớ chỉ an_ủi bạn í thôi mà,5
cha_mẹ cho ta cả cuộc_đời rồi còn than gì nữa,1
alo ở đây có thằng điên mày à đến bắt nó hộ tao phát,1
thích bài này lắm lun thuộc lun,2
nhìn mày thế kia đến tao còn thích ngủ cùng huống_gì em mày,2
hihi học ở đâu không quan_trọng quan_trọng là bọn mình luôn có nhau hihi,2
lúc đi họp lớp thì đếu thấy ai,4
gặp em đúng lúc nhưng sao anh vẫn thấy mình cô_đơn quá,5
mua được bộ đồ cho tết điệu_đà tán gái mà như thế_nào đây thì tán sao được,4
chua_cay bùi ngọt mặn cái chả có,4
nó lại dễ con ạ vậy,2
chi_tiết đẹp đấy,6
đm đi học bị mấy con điên này đuổi cắn đụ mẹ vì nó mà tao sợ quá chạy té sấp_mặt luôn trầy hết con_mẹ nó tay_chân thứ dòng đỹ gì đâu á,4
bếp lò xô nấu bằng dầu_hôi đây mà,4
đụ mẹ đái trong quần,3
người_ta dùng kiến lá ông lại dùng kiến cứt thì thua ông rồi,1
rớt_giá kinh_khủng_khiếp huhu,5
mai đến phòng đi tập luôn,2
bây_giờ thì không nói nhưng mà cảm_giác phủ_nhận vai_trò bà thảo ngày_xưa vl không chị đọc thấy viết khập_khiễng quá,1
aw giống tao vậy mấy thứ linh_tinh tao còn để nguyên vào <NUM> cái hộp bự cơ,2
bo tay chấm cơm hahaha,2
giờ mới biết,4
cmt thế thôi chứ thật_ra còn trả dám ấn vào video để xem đời tao tởm nhất là lũ nhện mà hay gặp vãi,3
cái loại ngu_si này nên nhốt nó tù chung_thân lao_động công_ích cho nhà_tù để giúp_ích lại những cái nó đã phá_hoại,0
mẹ con điên,0
tuyệt_vời aeon mal có khác,2
loạn_luân cũng được đcm ạ,1
tội cả con quá một lũ vô nhân_tính đã hủy_hoại những mầm_non tương_lai,5
là con bé_con điên_khùng và phiền vãi nhưng bạn vẫn yêu nó vãi chưởng,2
mịa thằng ghép nhạc,1
chợt nhớ câu hát ông_bà anh yêu nhau thời chưa có xe_hơi,4
thôi ctay đi chứ yêu con_người như này chả chết vì bệnh mà chết vì vô_tâm mất,1
người đừng hành_hạ tuôi như thế_nào nữa,5
lạc_quan lên cưng,2
cách xử_lý của cô chủ_nhiệm quá tồi,1
bọn chủ_tịch đến chưa chúng_mày,4
giống tao nhưng tay_trái tao có thẹo do mẹ tao xưa cắt trúng nên nhìn thẹo để phân_biệt thôi chứ kêu phải ứng liền là không được,4
vào sg 50k / không cũng mua 10k / không cũng mua ha_ha,2
nó lại hợp_lí vãi,2
quỳ vậy thôi có gì mà phạt giáo_viên nhỉ riết phụ_huynh giờ thấy làm quá_đáng thiệt,1
lớp tao tỉnh rụi đi học chứ có phải đi chết đéo đâu mà khóc_lóc,1
ngày_xưa mỗi lần tao làm ồn là ngoại tao liền la hoặc lấy roi đánh nhưng lúc đó vui lắm,2
em cũng đi lead này nhưng đừng gọi em là ninja được không xin luôn đấy,5
tự_nhiên nhớ cái cảnh <NUM> con bánh_bèo bị ngỗng dí quá,2
thề nhìn họ hôn nhau thôi mà nổi hết gai_ốc chưa dám nghĩ tới x chắc thốn lắm lạnh sống_lưng thật,3
dù s đi_nữa thì mày vẫn xinh cố lên,2
sài_gòn vẫn có cách sống rất nhân_văn,2
đi_ngoài đường trái phải còn không biết mà vẫn sống thì giỏi đấy nhỉ,1
thật vi diệu,2
nuôi sao mà trông béo_tốt thế kia vậy chỉ bí_quyết đi,4
agribank thì bình_quân bao_nhiêu nhỉ mấy cán_bộ agri thấy hách lắm,1
ly_hôn kiểu này thì không cần tới bước cuối_cùng chỉ cần tới bước tính xem trả lại tiền mừng là tao bỏ ngay ý_định ly_hôn luôn rồi không,2
nhìn mặt đã thấy hãm mọi người chửi bỏ_mẹ con_mẹ phụ_huynh đi,0
mày không được ăn đồ chua nhưng phòng toàn xoài chua,5
bày_đặt ngày hôm_qua đã từng đồ,1
sau khi bố xem video của con xong thì bố rút ra <NUM> điều bố không chỉ chửi con lúc con cầm đũa mà bố sẽ chửi con_cả ngày thân_ái yêu con,2
có đứa nào hồi bé không biết nấu còn tranh làm rồi quên không đổ nước như tao không,5
đỉnh của đỉnh,2
các bác cứ tích_cực vào em chả quan_tâm,4
ở việt_nam mà vác dao rạch tại_chỗ thể này người_nhà nó chả đấm cho sưng mõm rồi,1
trung_thu là ngày cho trẻ_em chứ đéo phải ngày tạo ra trẻ_em nhé đụ mẹ bọn có gấu tém tém lại kiểm_tra xem có thêm cái sừng nào không,0
tao nghĩ nên triệt_sản mày,4
rẻ nhỉ sao có_thể giảm tới mức đó vậy_ta,6
có rồi mà nghén rồi nè hihi,2
qtrong là mày phải có tiền chứ nghèo xem,4
anh đừng bỏ em đi mà,5
người ghép có tâm,2
hôm nào chụp kiểu nhỉ,4
bất_hạnh vãi mà tao với mày đéo tạo được niềm vui vậy,5
gu âm_nhạc óc chó mới nghr cái bài này toàn đú theo mấy cái thể_loại hãm,1
mỗi năm cũng xem_lại đôi lần,4
cảm_ơn mọi người do em thích mấy cái văn_hoá tưng vùng để tìm_hiểu,2
hu_hu đã bị chụp,5
con này bán kem bôi não xóa_bỏ nếp nhăn khiến não láng mịn,1
ngu không chịu được,1
hồi ở tam_kì hay nghe giờ nghe lại buồn ds,5
bạn gái nào xinh_xinh mà bị lạc thì vào nhà mình cho ngủ nhờ này,2
huhu sợ vãi luôn á,3
hỏng rồi dùng đồ như phá,1
chỉ có bạo_lực mới giải_quyết được bạo_lực tao mà làm_luật tao sẽ hạ tuổi người_lớn là <NUM> tuổi đem nó lao_động khổ sai <NUM> năn,0
tao nhiều tài lắm nhưng tài_sản còn cái mạng què và đôi tay_trắng,5
có ai bịt loa như tao không,4
mấy thằng dẫn gấu đi thì tránh xa đám đông ra nhé đừng chen đẩy kiểu bố_láo thằng đẩy tao đã bị xơi cùi trỏ rồi đấy,4
nhìn là thấy nóng rồi,4
làm con_người còn sức_khoẻ còn lành_lặn mà vác_mặt vào ăn cơm từ_thiện thì chết con_mẹ nó đi cho đỡ chật đất cơm này dành cho những người không còn khả_năng lao_động hoặc vô gia cư và hoàn_cảnh quá khó_khăn thôi,0
tự hỏi rằng những bạn nữ như thế_nào thì họ có còn thích con_trai không nhỉ,4
